"","CNSL_probe_0","CNSL_probe_1","CNSL_probe_2","CNSL_probe_3","CNSL_probe_4","CNSL_probe_5","CNSL_probe_6","CNSL_probe_7","CNSL_probe_8","CNSL_probe_9","CNSL_probe_10","CNSL_probe_11","CNSL_probe_12","CNSL_probe_13","CNSL_probe_14","CNSL_probe_15","CNSL_probe_16","CNSL_probe_17","CNSL_probe_18","CNSL_probe_19","CNSL_probe_20","CNSL_probe_21","CNSL_probe_22","CNSL_probe_23","CNSL_probe_24","CNSL_probe_25","CNSL_probe_26","CNSL_probe_27","CNSL_probe_28","CNSL_probe_29","CNSL_probe_30","CNSL_probe_31","CNSL_probe_32","CNSL_probe_33","CNSL_probe_34","CNSL_probe_35","CNSL_probe_36","CNSL_probe_37","CNSL_probe_38","CNSL_probe_39","CNSL_probe_40","CNSL_probe_41","CNSL_probe_42","CNSL_probe_43","CNSL_probe_44","CNSL_probe_45","CNSL_probe_46"
"9231",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9232",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9233",3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,2.75,2.75,2.75,2.5
"9234",3,3,2.5,2.5,2.25,2.25,2.75,2.75,2.75,2.5,2.5,2.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.75,2.25,2.5,2.5,2.5,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,2.75,2.5,2.25,2.25,2.5
"9235",1.75,2,2.25,2.25,2.25,2.25,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2.25,2.25,2,2,1.75,1.75,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,1.75
"9236",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9237",1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9238",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9239",2.5,2.5,2.75,2.5,2.25,2.5,2.25,2.5,2.5,2.25,2.25,2,2,2.25,2.25,2.25,2.25,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
"9240",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9241",2.5,2.75,2.5,2.5,2.5,2.5,2.5,2.75,2.5,2.5,2.5,2.25,2.5,2.25,2.5,2.75,2.5,2.5,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.5,2.25,2.25,2.5,2.75,3,2.75,2.75,2.5,2.25,2.25,2.25,2.5,2.75,2.75,2.75,2.5,2.25,2.5,2.5
"9242",3,3,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9243",1.25,1.5,2,1.75,1.75,1.5,1,1,1,1.25,1.5,1.5,1.5,1.25,1,1.25,1.25,1.25,1.25,1,1,1,1.25,1.5,1.5,1.5,1.5,1.25,1.25,1.25,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1.25,1.25,1.25,1.25,1
"9244",2.25,2.25,2,2,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2,2,2,2.25,2.25,2.25,2.25,2,1.75,1.75,1.75,2,2.25,2.25,2.25,2,2,2.25,2.5,2.75,3,3,3,3,2.75,2.5,2.25,2,2,2,2,1.75,1.75,2,2
"9245",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"9246",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"9247",2.75,2.75,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.25,2.25,2.5,2.5
"9248",2.25,2.25,2.5,2.25,2.25,2.5,2.25,2.25,2.25,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2.25,2.25,2.25,2.5,2.25,2.25,2.25,2,2.25,2.25,2.25,2.25,2,2,2,2,2
"9249",1,1,1,1,1,1.25,1.5,1.5,1.75,1.75,1.5,1.5,1.5,1.5,1.75,2,2,2,1.75,1.5,1.5,1.25,1.5,1.5,1.5,1.5,1.25,1.5,1.25,1.5,1.75,1.75,2,1.75,1.75,1.75,1.75,2,2,2,1.75,1.75,1.75,1.5,1.5,1.25,1.25
"9250",2,2,1.75,1.75,1.75,1.5,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9251",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9252",2.75,2.75,2.75,2.75,2.75,2.5,2.25,2,2.25,2.25,2.25,2.25,2,2.25,2.5,2.5,2.5,2.25,2,2,2,2,2,2,2,2,2,2,2.25,2.5,2.5,2.5,2.5,2.25,2.25,2.25,2,2,2.25,2.25,2.25,2.25,2,2.25,2.25,2.5,2.5
"9253",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"9254",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9255",3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9256",3,2.75,2.25,2.25,2.25,2.5,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.5,2.5,2.75,2.75
"9257",2.75,2.75,2.25,2.25,2.25,2,2.5,2.5,2.75,2.75,2.75,2.5,2.5,2.75,2.75,3,2.75,2.5,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.75,2.75,2.75,3,2.75,2.75,2.75,2.75,2.75,2.75,2.5,2.25,2.25,2.25,2.5,2.5,2.75,2.75,2.25,2.5,2.25,2.25
"9258",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75
"9259",2.5,2.25,2,2,1.75,2,2.5,2.75,2.75,2.75,2.75,2.5,2.75,2.5,2.5,2.75,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.75,3,3,2.75,2.5,2.25,2.25,2.25,2.25,2.25,2,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.25,2.25,2.25
"9260",1,1,1.25,1.25,1.25,1.25,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.5,1.5,1.5,1.5,1.25,1.25
"9261",2,2,2,1.75,1.75,1.75,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.75,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,1.75,1.75,1.75,1.5,1.75,1.75,1.75,2,2,2,2,2,2,2,1.75,1.5,1.25,1.25,1.5
"9262",1,1,1.5,1.75,2,2.25,1.75,1.5,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1.25,1.5,1.5,1.75,1.5,1.25,1.25,1,1
"9263",2.5,2.5,2.5,2.5,2.5,2.25,2.5,2.5,2.75,3,3,2.75,2.75,2.75,2.75,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9264",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.5,2.75,3,3,3,3,3,2.75,2.5,2.25,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9265",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.5,1.5,1.5
"9266",1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9267",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9268",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9269",3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9270",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9271",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9272",2.25,2.5,2.25,2.5,2.75,2.75,2.75,2.75,2.5,2.5,2.5,2.5,2.5,2.5,2.75,2.5,2.75,2.5,2.25,2.5,2.25,2.5,2.75,2.75,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,2.75,2.75,2.5,2.5,2.75,2.75,3,3,3,3,2.75
"9273",3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9274",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9275",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75
"9276",2.5,2.25,2.5,2.5,2.5,2.5,2.25,2.25,2,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2,2,2.25,2.5,2.5,2.5,2.25,2.25,2.5,2.5,2.5,2.25,2,2.25,2.25,2.25,2.25,2,2,2.25,2.25,2.25,2.5,2.5,2.5,2.5,2.25,2,2,2
"9277",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2.25,2.25,2.5,2.5,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.5,2.75,2.75,2.75,2.5,2.25,2
"9278",2.75,2.5,2.75,2.75,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.5,2.5,2.75,2.75,3,3,3,2.75,2.5,2.5,2.5,2.75
"9279",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9280",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9281",3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"9282",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9283",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9284",3,3,2.5,2.5,2.5,2.5,3,3,2.75,2.75,2.5,2.5,2.75,2.75,3,3,3,3,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.75,2.5,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,2.75,2.75
"9285",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9286",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9287",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9288",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9289",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9290",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9291",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9292",2.75,2.75,2.5,2.25,2.25,2.25,2.75,3,2.75,2.75,2.5,2.5,2.75,2.75,3,2.75,2.75,2.25,1.75,1.5,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.75,2,2.5,2.5,2.25,2.25,2.25,2.5
"9293",2.75,2.75,2.5,2.5,2.25,2.25,2.5,2.25,2.25,2,2,2.25,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.5,2.25,2.25,2.25,2.5,2.75,2.75,3,3,3,3,3,2.75,2.5,2.25,2,2,2.25,2.5,2.5,2.75,2.5,2.25,2.5,2.25,2.5,2.75,2.5
"9294",2.75,2.75,2.25,2.25,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,2.5,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2.5,3,2.75,2.5,2.5,2.5,2.75
"9295",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9296",2,2.25,2,2,2,2,2.25,2.25,2.5,2.25,2.25,2.25,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2.25,2.5,2.5,2.5,2.25,2,2,2,2,2,2,2,2.25,2.25,2,2,1.75,1.75
"9297",2,2,1.75,1.75,1.75,1.5,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.5,1.5,1.75,1.75,2,1.75,1.5,1.5,1.5,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.5,1.5,1.75,1.5,1.75,1.5,1.5
"9298",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9299",2.5,2.75,3,2.75,2.75,2.5,2.5,2.5,2.25,2.5,2.25,2.25,2.5,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.5,2.75,2.75,2.75,2.5,2.5,2.5,2.25,2.5,2.5,2.75,2.75,2.75,2.75,2.5,2.75,2.75,2.75,2.75,2.5,2.5,2.5,2.75,2.5,2.5,2.5,2.5
"9300",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9301",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9302",2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9303",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9304",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9305",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9306",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9307",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9308",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"9309",2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3
"9310",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
"9311",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9312",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"9313",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9314",3,2.75,2.75,2.75,2.75,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.5,2.5,2.5,2.25,2.5,2.25,2.25,2.25,2,2.25,2.5,2.75,3,3,2.75,2.75,2.5,2.25,2.5,2.25,2.5,2.75,2.75,2.75,2.75,2.75,2.5,2.5,2.5
"9315",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9316",1.5,1.5,2,1.75,2,2,1.5,1.75,1.75,1.75,2,2,2,1.75,1.75,1.75,1.75,2,2,1.75,1.5,1.25,1.25,1.5,1.75,2,2,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.5,1.75,1.75,1.75,1.75,1.5,1.25,1
"9317",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"9318",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9319",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,1.75,1.75,1.75,1.75,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2
"9320",2,2,1.75,1.75,2,2,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9321",1.5,1.5,1.75,2,2,2,2,2,2,2,1.75,1.5,1.5,1.25,1.25,1.25,1.25,1.5,1.75,1.75,1.5,1.5,1.5,1.75,2,1.75,1.75,1.5,1.5,1.5,1.5,1.75,1.75,1.75,1.75,1.75,1.75,2,2,1.75,1.75,1.5,1.25,1.25,1.25,1.25,1.5
"9322",3,2.75,2.25,2.25,2.25,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9323",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.5,1.75,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.5,1.25,1,1,1,1,1,1
"9324",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9325",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9326",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9327",2,2,1.75,1.75,1.75,1.75,2,2,1.75,1.75,1.75,1.5,1.75,1.5,1.5,1.75,1.5,1.75,1.75,1.75,2,1.75,1.75,1.5,1.25,1.5,1.5,1.5,1.75,1.5,1.5,1.75,1.5,1.75,1.75,1.75,2,2,2,1.75,1.75,1.75,1.5,1.75,1.75,1.75,2
"9328",2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,2.75,2.75,2.75,2.5
"9329",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9330",1.5,1.25,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1.25,1.25,1.25,1.5,1.25,1.25,1.25,1,1.25,1.25,1.25,1.25,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1.25,1.25,1.5,1.5,1.25,1.25,1
"9331",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9332",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9333",1.5,1.25,1.25,1.5,1.25,1.5,1.75,1.5,1.75,1.75,1.5,1.5,1.25,1,1,1.25,1.25,1.5,1.5,1.25,1.75,1.5,1.5,1.5,1,1,1.25,1.25,1.25,1.25,1,1.25,1.25,1.5,1.75,1.75,1.75,1.5,1.5,1.5,1.75,1.75,1.75,1.5,1.25,1.5,1.5
"9334",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9335",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9336",3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
